v,j,l
-1,6465,43
-1,6690,91
1,22756,59
1,17140,173
1,22115,196
1,31942,205
1,9566,182
-1,29607,139
-1,19474,5
1,10875,161
1,15455,68
-1,27021,111
1,16946,129
-1,4967,117
1,30232,145
-1,4335,117
-1,23187,243
-1,6964,147
-1,3642,98
1,15277,135
-1,8172,239
1,31290,153
1,21699,252
-1,20522,111
1,5245,82
1,5775,99
-1,25713,38
1,21790,160
-1,28616,110
-1,19145,11
1,21635,141
-1,28035,222
1,13216,201
1,11892,120
1,31140,150
1,27974,158
-1,14334,41
1,21100,130
1,29879,141
-1,27764,180
-1,20013,39
1,7388,229
1,27170,87
-1,21644,202
1,462,97
1,14997,230
-1,5199,41
-1,12269,117
1,20675,198
1,32276,107
1,21397,5
1,9939,22
1,25521,97
-1,22920,175
-1,18996,72
-1,22683,63
-1,3199,11
-1,13915,43
-1,29674,209
1,27275,23
-1,30278,243
1,16421,136
1,7988,138
1,27560,68
-1,427,159
1,31563,117
-1,17333,212
1,12924,92
1,31288,169
1,13426,230
1,28085,101
1,19632,235
1,28466,113
-1,28029,107
-1,4739,65
-1,27370,37
1,3554,137
-1,12283,33
1,19249,23
-1,15250,60
1,28,96
1,27996,128
-1,20624,68
-1,9595,184
-1,13974,125
-1,21091,127
-1,386,140
-1,726,32
1,2100,0
-1,16612,34
1,328,220
-1,31032,54
-1,26961,47
-1,26392,160
1,31417,244
1,21336,148
1,27752,123
1,4274,126
-1,9498,211
1,12670,115
-1,3572,49
1,24716,43
-1,29183,29
-1,24768,166
-1,28428,118
-1,12122,172
-1,9929,102
-1,14526,102
1,2125,58
-1,4079,108
1,11403,180
1,27463,22
-1,23001,166
-1,29960,79
-1,2018,20
1,1898,203
-1,26779,228
-1,17507,146
1,18184,36
-1,623,69
-1,14368,21
1,2857,113
-1,4012,29
-1,25433,209
1,20749,127
1,15274,170
-1,142,63
1,8057,138
-1,2617,186
-1,3157,45
1,30936,207
1,18257,94
-1,18284,220
-1,15231,10
1,6626,198
1,28431,218
-1,31031,169
-1,10220,96
-1,17353,137
1,7131,185
1,21292,248
1,1465,193
-1,15882,154
-1,4822,55
-1,6023,69
1,19232,98
-1,32105,140
1,14220,231
1,10295,5
-1,28646,200
1,3880,239
1,22856,230
1,19041,13
-1,18530,67
-1,16319,113
-1,29991,19
-1,7004,79
-1,21702,137
-1,10726,212
1,1,211
1,1065,160
-1,8289,240
-1,7106,82
1,4704,11
1,14836,0
1,22401,185
-1,11899,42
1,21103,122
-1,10351,13
1,11176,171
-1,20303,90
-1,2313,120
1,4654,43
-1,8683,227
-1,24892,15
-1,8883,14
1,23764,7
-1,5356,37
1,16378,145
1,15895,74
1,20063,25
1,4433,147
1,9503,197
-1,10004,6
-1,9246,243
-1,13330,41
-1,9568,229
1,32704,69
-1,7876,181
1,28992,212
-1,28710,118
-1,2165,213
1,18291,176
-1,15105,214
1,29888,147
1,10604,20
-1,7626,154
-1,23391,7
1,11109,211
1,4030,229
-1,7147,229
1,20574,129
-1,1826,53
-1,554,24
1,2973,142
-1,15078,117
1,23361,214
-1,10200,55
-1,7527,118
-1,4808,72
-1,21234,121
-1,30936,129
1,27473,0
1,6674,145
1,30033,7
1,5462,249
1,10776,212
1,30651,112
-1,17559,107
-1,24236,227
-1,23409,112
1,16599,111
1,23170,0
-1,6526,146
-1,27361,44
1,5152,35
-1,15402,106
-1,22802,180
-1,26365,70
1,29511,131
-1,12425,146
1,6882,108
1,14774,227
1,13382,252
1,19110,146
-1,24024,188
-1,6650,25
-1,16964,216
1,1932,0
-1,21619,216
-1,5729,130
-1,11180,36
-1,9701,47
-1,7652,75
-1,26865,101
1,21023,125
-1,30185,23
-1,22722,109
-1,11072,16
-1,22838,12
1,22335,252
1,4436,188
-1,25271,163
-1,29036,151
1,8160,49
1,4475,0
1,4431,165
-1,22307,62
1,30929,3
1,24930,171
-1,17924,44
1,21946,15
-1,14288,177
-1,6309,121
-1,31538,37
-1,6676,232
1,32319,26
1,8323,83
1,5935,68
1,8185,255
1,24288,169
1,13731,199
1,21086,85
1,25921,41
1,19960,65
1,5108,108
1,25639,229
1,1059,229
1,24258,86
1,23262,253
1,3801,132
1,8635,54
-1,20753,142
1,2137,68
-1,2905,254
-1,30950,87
1,24022,186
-1,23617,145
1,4844,39
-1,17373,99
1,11934,159
-1,12331,247
1,3570,94
1,11821,215
-1,2150,123
-1,16094,28
-1,18980,205
1,8693,83
-1,11931,199
-1,24990,207
-1,13725,117
-1,31207,230
1,21874,77
-1,25823,81
-1,15363,229
-1,10661,45
-1,5429,104
-1,5872,159
-1,22576,105
-1,24351,136
1,24406,6
1,29502,250
-1,11838,101
1,11382,7
-1,8827,255
-1,22062,54
1,28547,9
1,26176,255
1,5274,107
1,8471,247
-1,6764,53
1,21878,64
1,24908,8
1,919,28
-1,31353,26
-1,28611,97
-1,19414,140
1,12585,34
-1,24773,242
-1,9837,169
-1,2948,241
1,19491,162
1,31344,38
1,18427,71
1,12874,103
-1,13402,249
1,24996,46
1,20195,217
1,8370,246
1,19850,74
-1,13925,135
1,13518,241
1,30300,193
1,28971,207
1,27423,119
1,10576,135
1,12811,168
-1,3166,190
1,17651,117
-1,15910,180
1,8655,246
-1,7789,245
1,21969,188
1,22578,75
1,6811,170
-1,10528,7
-1,11487,209
-1,30383,169
1,24195,255
-1,15374,143
-1,15946,211
-1,9803,195
1,23033,0
1,28901,13
-1,16733,186
-1,31399,16
-1,32043,140
-1,11970,206
-1,25461,233
1,13519,243
-1,26814,125
1,25663,147
-1,8586,244
-1,3784,112
-1,15929,33
1,19700,217
1,23463,114
1,24776,130
-1,8220,167
1,3540,116
1,24768,71
1,22784,11
-1,19807,186
1,16412,162
-1,3809,3
1,18740,251
-1,27720,32
-1,19160,41
-1,28726,9
-1,6809,68
-1,6482,168
-1,6647,103
1,7214,227
-1,1728,176
1,1720,38
1,19983,99
1,10643,11
-1,6924,83
-1,7299,211
-1,32156,16
-1,11325,222
-1,18392,4
-1,5664,169
-1,13961,42
1,8748,0
1,19678,194
-1,28215,86
1,3200,37
-1,14179,39
1,5086,185
1,4575,21
1,2480,124
-1,15830,51
1,26246,231
-1,11703,252
-1,24153,125
1,6934,49
-1,20257,150
-1,11347,112
1,17891,164
-1,4197,108
1,2251,176
1,23811,33
-1,30084,251
1,12002,37
1,18402,103
-1,30556,62
1,3717,175
-1,29763,146
1,20587,202
-1,15798,255
-1,25431,200
-1,2260,66
-1,30678,147
1,26637,203
-1,7618,6
-1,12394,208
1,24996,248
-1,23737,225
-1,22832,47
1,14699,80
1,17012,201
1,20884,238
1,7078,96
-1,31041,193
-1,25855,18
1,27280,174
1,13733,0
-1,19430,249
-1,19649,171
-1,30956,98
1,22974,84
1,31358,187
-1,1495,112
-1,12007,76
-1,6402,82
1,15181,204
-1,26916,151
1,9080,197
1,4563,206
-1,19862,99
1,10693,39
-1,21932,169
-1,21862,242
-1,31972,231
1,25104,64
1,28784,138
-1,24836,71
1,22749,195
-1,14892,119
1,24440,8
-1,21282,132
-1,10728,199
1,4399,176
1,31684,233
1,19288,42
-1,12924,41
1,19358,71
1,24347,113
1,9379,249
1,19328,29
-1,10132,106
1,27701,42
1,31252,10
1,7375,248
-1,17805,176
1,24340,188
-1,6581,43
-1,12710,156
1,18945,146
1,12159,205
-1,10225,106
1,26145,117
1,18575,4
1,26910,81
-1,21002,249
1,11686,60
1,25069,2
1,23468,229
1,17437,164
-1,23313,20
-1,32195,210
1,23600,32
-1,18523,196
1,17581,186
1,13078,208
1,8030,197
-1,8343,85
1,29898,28
1,19325,164
-1,19019,199
1,28661,216
-1,24083,195
1,15295,230
1,8293,74
-1,17599,165
1,10668,73
1,8107,119
-1,6919,199
-1,10729,26
1,5490,19
1,23561,135
-1,17410,246
-1,10804,52
-1,6322,24
1,19524,185
-1,9547,187
1,5588,5
1,3248,146
-1,28212,80
1,22364,106
-1,21002,117
1,4773,117
1,24007,140
-1,15214,130
-1,2253,25
-1,18155,21
1,22149,0
-1,755,249
-1,16724,128
1,1885,48
-1,31872,18
1,25643,10
-1,10284,240
-1,12246,119
-1,31493,99
-1,27986,222
-1,5746,32
1,1488,62
-1,31703,246
1,21746,133
-1,9925,44
1,31946,221
-1,21480,78
1,20767,107
-1,27176,13
-1,24242,54
-1,697,147
-1,26628,66
1,14845,187
1,32542,105
-1,9444,119
1,31865,99
1,27514,136
1,3848,6
-1,8443,40
1,2516,17
1,1910,77
-1,25373,212
1,5197,113
1,22477,220
1,28893,237
-1,15124,208
1,10098,155
1,7945,2
-1,2506,255
1,25214,170
1,601,149
1,22133,170
1,29777,7
1,32070,247
-1,9108,120
1,10766,2
1,22047,47
1,6512,241
-1,22972,254
-1,32513,146
-1,7033,18
1,26535,209
1,27791,151
1,5909,209
1,30204,47
-1,25261,20
1,27802,143
1,12471,96
-1,23665,3
1,15571,210
-1,18003,72
-1,23206,109
1,23687,177
1,22592,22
-1,25091,18
1,24129,209
-1,3369,136
-1,9498,198
1,24082,184
1,10704,77
1,32465,147
-1,31970,123
1,25091,213
-1,4887,122
1,7239,190
1,5320,254
-1,10613,165
-1,30931,72
1,10238,252
1,12605,248
1,5073,94
1,14730,141
1,29128,57
-1,22613,76
-1,197,176
-1,16122,155
1,11006,184
-1,6403,22
-1,24439,191
-1,25087,168
1,16983,123
1,703,115
1,14642,13
-1,25174,43
1,28498,244
1,27291,169
-1,6556,83
1,18537,220
-1,32481,133
1,23622,189
1,30982,22
1,18524,11
1,29406,85
1,16644,60
-1,14200,199
1,1443,121
1,27287,192
1,18233,153
1,9591,209
-1,27407,14
1,18721,50
1,30056,142
1,16760,69
1,20952,84
-1,17759,62
1,24914,176
1,2212,170
1,30669,93
1,836,181
1,25211,74
-1,14694,34
1,1669,80
-1,29612,3
-1,27434,186
-1,17686,23
-1,8115,254
-1,7746,230
1,5925,169
-1,12382,126
1,10975,234
-1,4143,184
-1,20516,215
-1,30185,92
1,17521,129
-1,13806,76
-1,12,33
-1,1039,163
1,22713,62
1,23573,197
1,16005,33
1,4464,49
-1,23097,53
-1,18650,13
-1,20810,254
1,23676,203
1,23782,250
1,19012,80
1,1272,165
1,23372,252
-1,25292,64
-1,8977,83
-1,13756,239
-1,18853,148
1,14199,191
1,24964,243
-1,32044,217
-1,29939,17
-1,17695,153
1,1350,182
-1,4458,147
1,19422,85
-1,32325,149
1,27191,22
-1,2240,133
1,7089,60
-1,22561,171
1,23998,163
-1,1710,194
-1,31459,159
-1,9365,156
1,28614,155
-1,14570,175
1,17238,66
1,13467,156
1,22084,60
1,31431,127
-1,14191,194
1,1706,160
1,7814,49
1,25520,44
-1,28719,146
-1,32221,83
-1,22124,79
-1,29844,128
-1,23091,75
-1,7183,108
-1,14458,241
1,31131,181
-1,10697,23
-1,16940,77
-1,5691,213
1,17891,130
1,24387,34
1,11076,76
-1,30092,84
-1,24548,229
1,20492,175
1,9750,164
1,18397,3
-1,18169,206
-1,32418,122
1,12820,83
-1,32766,70
1,26424,240
1,17332,206
1,21546,148
1,32299,220
1,24960,223
1,29786,143
-1,1525,152
1,29778,36
1,27010,58
1,28402,67
1,6416,65
-1,31640,108
-1,10335,174
-1,28532,251
1,25145,89
-1,502,100
-1,30865,6
-1,22957,184
1,7871,90
1,6600,44
1,26324,161
1,14160,140
1,25418,130
1,7115,202
1,18815,26
1,9345,150
1,8731,38
-1,15504,120
-1,9625,20
-1,11135,33
-1,28180,215
1,231,239
1,2264,58
1,24467,85
-1,27423,103
1,2703,15
-1,5467,45
-1,4885,111
-1,25542,221
-1,27500,31
1,31730,116
-1,15290,208
1,18891,140
-1,15411,222
-1,18407,81
-1,11083,78
-1,7652,32
1,14033,160
-1,19808,74
-1,22255,136
1,3292,101
1,6182,190
-1,32369,64
-1,27228,193
1,8250,141
1,5992,106
-1,3556,122
1,28404,166
-1,5580,213
1,31470,123
-1,801,167
-1,30224,238
-1,1347,117
1,4233,7
-1,31549,182
-1,23429,161
1,28531,62
1,26378,196
-1,8500,21
1,3021,51
1,19296,117
1,29497,235
-1,12231,85
1,32104,195
-1,32289,82
-1,25435,53
1,19725,114
1,2107,40
-1,12496,61
1,25817,222
1,13954,100
-1,9849,254
-1,25712,55
1,23863,22
1,19561,248
-1,4621,140
1,24934,103
1,8362,161
1,28585,229
-1,3226,94
1,18892,171
-1,1858,86
1,31954,10
1,4003,52
1,8064,104
1,20622,3
-1,16725,78
1,22036,92
1,25784,146
-1,27571,185
1,15568,36
-1,25102,187
-1,18363,48
1,5086,60
1,14782,255
1,29953,239
1,27403,233
-1,1025,34
1,26982,66
1,12649,180
1,23020,158
-1,10880,14
1,7702,216
1,25907,155
-1,13320,150
1,29729,45
1,22248,254
1,15134,199
1,21314,85
1,31924,219
1,21948,134
-1,2297,124
1,20267,158
-1,31720,85
-1,18238,195
-1,19632,142
-1,30528,93
1,22839,193
-1,3742,73
1,19213,5
-1,29346,44
1,1488,212
1,7354,184
1,14714,248
-1,3061,237
-1,23943,153
1,79,41
1,13189,85
1,29557,203
1,14611,40
1,21246,144
-1,12003,119
-1,18331,104
-1,5447,66
-1,4975,72
-1,16093,124
-1,29274,121
1,11349,123
1,19303,216
-1,23804,20
-1,9071,181
-1,15556,149
1,17124,40
1,22678,104
-1,32382,178
-1,29840,136
-1,16153,243
-1,17716,170
-1,2619,125
-1,5472,64
-1,20367,22
-1,24339,176
1,3738,187
1,23165,117
-1,1947,204
-1,11654,90
1,28420,230
-1,7985,13
-1,327,231
1,29487,96
-1,7306,251
-1,11654,207
1,28127,112
1,11567,245
1,11940,130
-1,31730,62
1,31709,202
1,13926,115
1,2785,170
1,14983,64
1,27317,85
1,8374,86
-1,4840,63
1,29534,179
1,21774,60
1,28953,44
-1,4590,61
1,9092,30
-1,17745,27
1,29670,61
-1,5193,243
1,12430,99
1,1687,124
-1,13120,174
-1,8849,77
1,28741,68
-1,26721,157
1,6971,83
-1,21590,99
1,18994,81
-1,9332,130
-1,31648,10
-1,10978,102
1,6950,47
-1,20304,113
-1,19554,17
1,20890,154
-1,13999,52
-1,29886,193
1,2158,236
-1,9037,23
-1,24966,145
1,17205,171
1,14143,59
-1,5893,188
1,24329,220
1,11482,154
-1,32250,104
1,21914,178
-1,16389,10
1,8749,199
-1,28006,254
-1,4643,164
1,25363,19
-1,605,18
1,6213,109
-1,3793,217
-1,31517,100
1,18496,52
1,1877,231
-1,23497,35
-1,4186,163
1,21586,26
-1,7260,130
1,9894,10
-1,29448,23
1,1786,197
-1,21113,129
1,32528,223
-1,18529,214
1,13379,97
-1,13540,161
1,19894,247
-1,962,227
1,25074,98
-1,6384,248
-1,373,218
-1,13380,98
-1,11944,206
-1,30843,241
1,20106,217
-1,27831,149
-1,10708,142
-1,11089,238
1,7050,180
-1,23200,12
1,21807,141
1,25066,52
-1,6666,212
-1,21010,167
1,22094,200
-1,4203,188
-1,13479,100
-1,7591,190
-1,20913,118
1,12531,195
-1,24815,42
1,3053,172
1,17881,98
-1,21152,161
1,29766,135
-1,16501,99
1,2288,54
-1,24998,70
-1,32321,60
-1,6867,185
-1,22003,231
1,16565,14
-1,25287,194
-1,15604,240
-1,25032,0
1,9328,133
1,29149,32
-1,19792,112
-1,2061,222
-1,32359,232
1,3,104
-1,26903,142
-1,8549,81
-1,13144,198
1,11058,25
-1,10307,199
-1,29344,215
1,15565,2
-1,7109,89
-1,3421,90
1,7387,68
-1,2616,159
-1,15851,9
-1,19828,74
1,23732,182
-1,2206,41
1,3738,41
-1,21603,80
-1,7922,65
-1,13708,68
1,24243,93
-1,18754,218
1,23052,152
-1,27576,171
-1,26154,179
1,13672,193
-1,5949,250
-1,18301,141
1,24487,120
-1,29510,65
1,7796,216
-1,14231,251
1,28837,141
-1,18672,127
-1,1963,127
-1,22591,61
-1,11461,38
1,9403,183
1,1822,159
-1,30892,42
1,8699,100
1,3757,15
-1,6723,84
-1,18272,66
-1,16019,234
-1,394,121
-1,31041,18
1,32266,149
-1,19932,178
-1,24956,135
1,13030,64
-1,23235,137
1,3696,48
-1,28436,240
1,3762,137
-1,19164,84
1,32050,7
-1,17383,164
1,16890,163
1,29276,112
-1,3184,152
-1,778,24
1,20621,7
1,13096,128
1,1749,188
1,6333,82
-1,16933,221
-1,7688,216
1,17043,117
1,776,29
-1,32177,56
1,27523,141
-1,25058,175
1,14079,224
-1,21698,148
1,15438,29
1,24152,113
1,21983,218
-1,13818,66
1,12749,239
-1,13043,155
-1,29895,250
1,10799,193
-1,6742,251
1,8166,104
-1,10741,86
1,15921,45
-1,11378,195
-1,27106,83
1,22641,123
1,24420,240
1,31026,2
1,15593,174
1,17138,239
-1,23359,211
-1,25715,181
1,30671,224
-1,10499,24
-1,16416,62
1,13172,54
1,20019,174
-1,21523,205
-1,18443,16
-1,14076,54
1,7033,209
1,26032,24
-1,18512,184
1,2542,250
-1,23895,210
1,21802,227
-1,24875,92
-1,32431,60
-1,23299,30
1,6438,36
-1,21165,64
1,5229,39
1,327,50
1,9157,114
1,14742,111
-1,23222,161
1,26746,174
-1,24850,111
1,29872,100
1,26396,89
-1,18050,97
-1,20579,120
1,16140,223
-1,1612,54
1,16446,76
1,31474,5
-1,9423,61
1,2562,155
1,12914,63
-1,638,203
-1,28792,177
-1,29256,127
1,6420,70
1,24471,57
-1,9339,37
-1,3245,93
-1,27310,1
1,11392,88
-1,4473,41
1,14537,97
-1,8499,17
-1,13175,251
-1,12426,127
-1,401,213
1,6711,100
1,4032,24
-1,15072,5
-1,30902,177
-1,9121,32
-1,16004,233
-1,9164,87
1,19966,216
-1,26893,193
1,14051,1
-1,2895,241
1,655,49
-1,11180,29
1,11711,228
1,31384,175
-1,11872,112
1,32542,49
-1,20237,190
-1,14433,135
-1,28253,3
-1,29150,113
1,9682,154
1,12964,189
1,29011,177
1,29141,153
-1,15827,100
-1,27384,164
-1,14882,80
-1,27154,44
-1,22697,103
-1,16954,89
1,24969,215
1,12093,202
-1,31609,204
1,23696,111
-1,10005,187
-1,21777,137
-1,24847,201
1,9829,44
-1,26191,123
-1,20226,86
1,29445,234
1,11590,46
-1,14926,98
1,16258,30
1,21511,153
-1,1461,71
-1,6075,13
1,11551,233
1,10840,162
1,9290,70
1,17619,182
1,13112,174
1,20792,110
-1,10966,106
-1,32605,186
1,26382,200
-1,25229,2
-1,12564,108
1,11825,77
1,13607,145
1,663,100
1,20613,138
1,9181,77
1,1629,74
-1,17648,109
1,9309,76
-1,6714,56
1,2979,167
1,2612,128
1,21155,4
1,18317,46
-1,27161,163
1,15622,45
-1,21905,98
1,498,19
-1,15520,203
1,28845,130
1,25197,158
1,872,244
-1,17209,14
1,13730,144
-1,22715,154
-1,32167,218
1,30799,116
1,25851,145
1,2634,197
1,8461,251
1,9948,137
-1,24833,4
-1,9425,253
-1,28382,164
-1,19784,53
1,2845,76
-1,18373,227
1,5493,160
1,26003,104
1,25503,133
-1,6995,41
-1,20028,67
1,30974,161
1,12090,138
1,12734,200
1,12518,42
1,1159,237
-1,5784,100
1,14135,71
1,1648,149
1,15104,225
1,32300,225
1,28348,5
-1,7522,167
-1,5740,141
1,27024,244
-1,24353,50
1,10273,239
-1,29338,195
1,4539,236
1,1610,232
-1,19878,205
1,4908,120
-1,13711,163
-1,10633,199
-1,30313,39
1,10188,87
1,20034,157
1,10524,79
-1,21729,169
1,10169,136
1,14794,53
-1,12696,53
-1,4165,62
-1,26698,25
1,3666,24
-1,16167,23
1,3757,17
1,9363,202
1,18314,72
1,12544,89
-1,12538,0
-1,19293,250
1,10729,50
-1,16115,91
1,5612,41
-1,16171,165
1,8105,99
1,29682,219
-1,23926,48
-1,25869,246
-1,1096,149
-1,27405,136
-1,5978,226
1,26716,191
1,28830,112
-1,16577,85
-1,4109,78
1,15141,89
-1,2808,194
-1,15266,53
1,22650,155
-1,19153,253
-1,19375,79
-1,30510,1
1,5489,216
-1,3969,21
-1,27290,112
-1,20709,176
-1,9052,9
1,3072,127
1,27822,251
-1,10641,39
1,11057,37
-1,25242,37
1,1167,109
-1,31163,226
1,31554,231
-1,13015,50
-1,16169,31
1,16035,147
-1,9014,88
1,28375,253
-1,16867,161
1,21153,225
-1,13739,127
1,6048,139
-1,15369,5
1,28738,7
1,18779,225
1,2294,12
1,20680,28
-1,20616,45
1,14300,153
1,3147,117
-1,13628,80
-1,16797,141
-1,17140,172
1,26071,243
1,23515,194
-1,23037,180
1,28901,3
1,1201,112
-1,28456,11
-1,21291,18
-1,19244,20
-1,5737,7
1,1576,240
1,16133,144
-1,26861,104
-1,31121,173
-1,15911,241
1,29848,91
1,21438,139
-1,26029,242
1,23468,118
-1,3175,130
-1,3823,75
1,1416,164
-1,32427,102
-1,24959,155
1,15047,131
-1,21249,83
-1,13660,76
1,20997,247
-1,16608,76
-1,17528,179
1,32726,127
1,24298,158
-1,32427,115
-1,22528,7
-1,5205,173
1,16950,48
1,5159,61
1,15121,241
1,21669,93
1,3958,192
1,30514,244
1,1876,129
-1,31369,253
1,19591,27
1,11264,226
1,17989,203
-1,30025,112
1,26487,106
1,30843,30
1,31270,114
-1,10971,220
-1,10734,49
-1,8302,51
1,22077,119
1,28591,49
1,30070,55
-1,31512,44
-1,7203,1
-1,13001,105
-1,25728,157
-1,20598,229
1,2364,134
-1,15855,198
1,11761,182
-1,952,217
-1,32518,231
-1,14757,57
1,12648,203
1,14797,226
1,20895,77
-1,19295,122
-1,1824,236
-1,28030,168
1,717,19
-1,31206,230
1,26564,27
-1,10890,85
-1,25932,40
-1,11979,209
1,19785,50
1,18047,159
-1,9882,205
-1,13457,165
-1,8466,156
1,16057,235
-1,23450,215
-1,12985,67
-1,3586,222
-1,3005,125
-1,20606,6
-1,18769,174
-1,24558,195
-1,32561,49
-1,23409,173
1,18337,129
-1,30774,26
-1,990,13
1,31831,20
1,5404,23
-1,19265,116
1,4800,102
1,31220,140
1,10685,6
-1,1518,44
1,23241,86
1,3008,66
1,12079,6
1,17055,96
1,4270,79
-1,12958,86
-1,16673,14
1,28018,113
-1,31625,21
1,25210,237
-1,2108,18
1,27422,165
1,9987,157
1,17963,82
-1,13829,229
1,23875,182
1,4247,141
1,8285,37
-1,7596,248
-1,17557,190
-1,4704,182
-1,19911,97
-1,30889,93
-1,27157,175
-1,30186,244
1,18246,134
-1,26147,33
-1,16548,112
-1,1613,16
1,1401,225
-1,24028,195
-1,14443,192
1,5317,49
-1,3970,78
1,10230,205
1,24363,94
-1,1522,251
1,15884,130
-1,8538,54
1,10067,74
1,6879,233
1,24291,39
-1,30502,90
1,12604,11
-1,2039,130
-1,2125,183
-1,7619,249
1,24657,76
-1,31969,35
-1,14693,12
-1,18826,133
-1,31316,213
-1,21588,29
1,27632,79
-1,4527,241
1,18797,153
1,24324,94
1,19654,248
-1,13143,76
1,21436,66
-1,4048,206
-1,12240,41
1,20842,10
-1,1023,190
-1,7648,196
1,19444,157
-1,9995,42
-1,32767,103
1,12847,136
1,30951,49
-1,16870,117
-1,204,148
-1,28944,6
1,12230,166
1,1537,89
-1,14461,78
1,11677,28
-1,21394,124
1,10164,215
-1,18444,94
-1,5293,182
1,26923,81
-1,7546,76
1,6189,44
-1,15490,77
-1,27147,160
1,5874,12
-1,27933,143
-1,590,76
1,31947,56
1,30551,204
1,11487,96
1,10084,116
1,23685,64
1,18565,212
-1,18134,82
-1,6165,157
1,19602,53
-1,18453,22
-1,25846,211
1,15346,232
1,13005,203
-1,3973,184
-1,32275,41
1,18969,62
1,10567,88
-1,9245,130
-1,28441,3
1,14688,32
1,5927,28
-1,28241,86
1,30248,70
-1,22486,17
-1,4429,237
-1,3683,144
-1,26202,171
1,701,168
-1,4447,24
-1,15282,53
-1,24014,167
-1,17832,66
-1,21589,231
-1,14231,142
-1,2014,204
-1,26641,157
-1,8257,163
1,16768,138
-1,28121,91
1,17550,104
-1,12854,119
1,23908,145
1,13128,16
-1,1049,87
1,24652,91
1,13658,166
1,20041,102
1,19638,63
1,10771,199
-1,31056,67
1,29226,231
1,11354,147
1,31667,196
1,19613,231
-1,23539,201
1,10224,26
-1,7732,6
1,14597,74
-1,23525,95
1,16292,130
-1,25426,12
1,7601,227
1,32299,138
-1,4411,53
1,27237,137
-1,3720,220
1,5423,222
-1,28728,247
1,13804,43
1,3103,12
1,4607,25
1,15076,44
-1,8234,201
-1,13659,92
-1,26506,160
-1,23461,95
1,10777,96
-1,952,194
-1,21862,239
-1,13040,105
-1,11846,96
-1,26879,54
-1,30005,199
1,17171,92
1,20992,190
1,26052,44
1,7829,94
1,10966,150
1,16918,189
-1,14815,139
-1,19473,111
-1,10581,52
-1,21057,157
1,9236,215
1,15926,194
-1,17802,206
-1,10611,138
1,20255,147
1,17281,72
-1,24089,104
1,4355,142
1,6397,215
-1,20477,152
-1,4341,204
1,32228,159
1,26181,143
1,14109,86
1,15694,67
1,11172,170
1,22344,37
1,26779,15
1,32672,116
-1,10670,144
1,30223,200
1,18375,19
-1,9211,104
-1,8595,166
-1,19474,63
-1,22522,10
1,20284,226
1,25476,147
1,16917,92
1,9060,231
-1,32236,89
-1,9423,181
-1,14929,9
-1,20221,6
-1,20031,67
-1,14382,45
1,32076,177
1,14022,28
1,25280,2
-1,18220,76
-1,30614,56
-1,5611,164
-1,19833,133
1,24849,174
1,27002,99
1,32167,147
-1,17119,168
1,28981,228
1,26922,175
1,20823,36
1,9340,115
1,20493,53
1,18957,19
-1,21316,152
1,16767,147
1,8158,13
-1,8180,69
1,24959,85
-1,29532,213
-1,15103,132
-1,7867,157
1,32115,134
-1,24385,237
1,846,86
1,26630,103
1,4634,86
-1,29374,174
-1,17059,228
1,3464,198
-1,6526,184
-1,7566,4
-1,9105,99
-1,15065,36
-1,4414,56
-1,7034,179
1,583,105
1,30396,12
-1,15734,49
1,18627,193
1,9982,162
-1,18334,100
1,4132,255
1,943,37
-1,28045,177
1,18584,113
1,12943,255
-1,3908,114
1,25354,4
-1,17100,11
-1,20829,216
-1,2568,226
-1,29715,228
-1,24731,239
1,17419,102
1,9566,82
-1,30384,246
-1,19426,63
1,23172,229
1,7477,80
-1,31840,156
-1,19896,136
-1,13716,40
1,21637,158
-1,17051,141
1,1062,42
1,20454,172
1,24762,75
-1,924,169
-1,2759,115
1,25592,119
1,31465,162
-1,13135,238
1,21435,60
1,4648,4
1,5680,200
1,9514,149
-1,16509,76
-1,22531,62
-1,14821,230
1,17519,231
-1,7720,121
-1,26755,169
-1,15129,134
1,31703,31
-1,23385,113
1,22132,227
1,3523,170
-1,5064,146
-1,22256,89
-1,17349,58
-1,5734,159
1,19417,171
-1,28780,83
1,27417,151
1,10606,75
-1,13756,253
1,25142,169
-1,5807,2
1,7109,138
-1,31916,166
1,24971,172
1,19325,37
1,18559,158
-1,16347,10
1,12219,92
-1,12062,138
-1,2400,41
-1,23357,176
1,29047,97
-1,8288,221
-1,8443,68
1,4311,7
1,5353,68
1,1069,192
-1,13654,153
1,29608,61
-1,16930,35
1,25769,165
-1,14830,96
-1,4957,69
-1,20971,97
-1,10034,157
-1,12753,231
1,14510,183
1,16676,115
1,14880,112
1,25690,173
-1,16015,207
-1,27571,232
-1,18393,46
1,12503,21
-1,6023,52
1,28498,30
-1,25637,177
1,30618,109
1,25933,128
1,5173,89
1,16390,36
-1,15916,253
-1,7935,206
1,9116,203
1,9491,231
-1,3115,55
1,10589,131
1,30717,249
1,16200,155
1,30868,118
-1,18784,133
-1,21278,247
1,11714,169
-1,23921,103
1,25715,240
1,4674,202
-1,3364,212
-1,2648,235
-1,30811,3
1,23893,94
1,32534,101
1,25007,16
-1,7980,202
-1,5219,194
1,2400,202
1,11203,108
1,12819,49
-1,22764,195
1,23724,238
1,14925,130
1,10877,250
-1,26255,51
1,28073,79
1,8947,172
-1,29453,16
1,23196,105
-1,19747,22
-1,2091,255
1,23326,21
-1,29542,106
